feature,feature_group,feature_effect,probability_contribution,Feature_Importance_Rank,SHAP_Value
service_interruptions_12m,"(-0.001, 1.0]",decreases,3.788337230682373,1,-0.15232087671756744
service_interruptions_12m,"(1.0, 3.0]",decreases,3.788605213165283,1,-0.1523316502571106
service_interruptions_12m,"(3.0, 4.0]",increases,2.525860071182251,1,0.10105852782726288
service_interruptions_12m,"(4.0, 5.0]",increases,2.526634931564331,1,0.10108969360589981
service_interruptions_12m,"(5.0, 6.0]",increases,2.524179220199585,1,0.10099127143621445
service_interruptions_12m,"(6.0, 7.0]",increases,2.5250256061553955,1,0.10102541744709015
service_interruptions_12m,"(7.0, 8.0]",increases,2.5240182876586914,1,0.10098480433225632
service_interruptions_12m,"(8.0, 9.0]",increases,2.5235891342163086,1,0.10096770524978638
home_value,"(-0.001, 236074.8]",decreases,1.2196391820907593,2,-0.04887722432613373
home_value,"(236074.8, 362837.0]",decreases,1.2243986129760742,2,-0.04906843230128288
home_value,"(362837.0, 488938.8]",decreases,1.2234598398208618,2,-0.04903078079223633
home_value,"(488938.8, 616146.5]",increases,1.6218125820159912,2,0.06489130854606628
home_value,"(616146.5, 744684.4]",increases,1.9119083881378174,2,0.07649555057287216
home_value,"(744684.4, 872619.5]",increases,1.9141197204589844,2,0.07658398151397705
home_value,"(872619.5, 999995.0]",increases,1.90964937210083,2,0.07640513777732849
tech_savviness,high,increases,0.7558196783065796,3,0.03024946339428425
tech_savviness,low,decreases,0.3034532070159912,3,-0.01215176098048687
tech_savviness,medium,decreases,0.3058880567550659,3,-0.01224952470511198
home_ownership,own,increases,0.2966344356536865,4,0.011874358169734478
home_ownership,rent,decreases,0.500565767288208,4,-0.020048169419169426
app_usage_monthly,"(-0.001, 2.4]",decreases,0.23250579833984375,5,-0.009310306049883366
app_usage_monthly,"(10.7, 12.7]",decreases,0.23352503776550293,5,-0.009351149201393127
app_usage_monthly,"(12.7, 14.7]",decreases,0.23202896118164062,5,-0.009291372261941433
app_usage_monthly,"(14.7, 21.0]",increases,0.46734511852264404,5,0.0187065489590168
app_usage_monthly,"(2.4, 4.7]",decreases,0.23151040077209473,5,-0.009270562790334225
app_usage_monthly,"(21.0, 28.0]",increases,0.5804479122161865,5,0.02323221229016781
app_usage_monthly,"(28.0, 35.0]",increases,0.5803316831588745,5,0.023227665573358536
app_usage_monthly,"(4.7, 6.8]",decreases,0.2337247133255005,5,-0.009359093382954597
app_usage_monthly,"(6.8, 8.7]",decreases,0.23343563079833984,5,-0.009347483515739441
app_usage_monthly,"(8.7, 10.7]",decreases,0.23396313190460205,5,-0.009368826635181904
satisfaction_score,"(0.999, 1.4]",increases,0.18981397151947021,6,0.007598696276545525
satisfaction_score,"(1.4, 2.2]",increases,0.19437670707702637,6,0.007781375665217638
satisfaction_score,"(2.2, 2.8]",increases,0.20108520984649658,6,0.008049937896430492
satisfaction_score,"(2.8, 3.2]",increases,0.20974278450012207,6,0.008396482095122337
satisfaction_score,"(3.2, 3.4]",increases,0.2125173807144165,6,0.008507446385920048
satisfaction_score,"(3.4, 3.6]",increases,0.08518993854522705,6,0.003410500241443515
satisfaction_score,"(3.6, 3.8]",decreases,0.01710653305053711,6,-0.0006849286728538573
satisfaction_score,"(3.8, 4.0]",decreases,0.21378397941589355,6,-0.008560549467802048
satisfaction_score,"(4.0, 4.2]",decreases,0.23816227912902832,6,-0.00953691266477108
satisfaction_score,"(4.2, 4.8]",decreases,0.6427258253097534,6,-0.025744600221514702
call_center_interactions_12m,"(-0.001, 2.0]",decreases,0.1482546329498291,7,-0.00593649921938777
call_center_interactions_12m,"(11.0, 16.0]",increases,0.08390843868255615,7,0.0033589634113013744
call_center_interactions_12m,"(2.0, 3.0]",decreases,0.10453164577484131,7,-0.0041856528259813786
call_center_interactions_12m,"(3.0, 4.0]",decreases,0.10305941104888916,7,-0.004126416984945536
call_center_interactions_12m,"(4.0, 5.0]",increases,0.05447566509246826,7,0.002180802868679166
call_center_interactions_12m,"(5.0, 6.0]",increases,0.09167194366455078,7,0.0036700109485536814
call_center_interactions_12m,"(6.0, 7.0]",increases,0.08990168571472168,7,0.0035990013275295496
call_center_interactions_12m,"(7.0, 9.0]",increases,0.08626878261566162,7,0.0034535492304712534
call_center_interactions_12m,"(9.0, 11.0]",increases,0.08392930030822754,7,0.0033599059097468853
nps_score,"(-22.0, -8.0]",increases,0.07784664630889893,8,0.0031166491098701954
nps_score,"(-39.0, -22.0]",increases,0.07710754871368408,8,0.00308686844073236
nps_score,"(-70.001, -39.0]",increases,0.0762641429901123,8,0.0030529587529599667
nps_score,"(-8.0, 1.0]",increases,0.07840394973754883,8,0.0031389298383146524
nps_score,"(1.0, 8.0]",increases,0.02936720848083496,8,0.0011757269967347383
nps_score,"(15.0, 21.0]",decreases,0.05182921886444092,8,-0.002075523603707552
nps_score,"(21.0, 28.0]",decreases,0.06034672260284424,8,-0.0024164014030247927
nps_score,"(28.0, 36.0]",decreases,0.07337629795074463,8,-0.002937966724857688
nps_score,"(36.0, 64.0]",decreases,0.16546547412872314,8,-0.006625388283282518
nps_score,"(8.0, 15.0]",decreases,0.008121132850646973,8,-0.0003254150797147304
annual_income,"(105053.6, 126332.0]",increases,0.01952648162841797,9,0.0007817447767592967
annual_income,"(126332.0, 348587.0]",increases,0.023496150970458984,9,0.000940501457080245
annual_income,"(27668.999, 46486.0]",decreases,0.04830658435821533,9,-0.0019342282321304083
annual_income,"(46486.0, 53951.8]",decreases,0.04844069480895996,9,-0.001939481240697205
annual_income,"(53951.8, 60448.0]",decreases,0.040087103843688965,9,-0.001605252269655466
annual_income,"(60448.0, 67032.0]",increases,0.01857280731201172,9,0.0007434783619828522
