feature,feature_group,feature_effect,probability_contribution,Feature_Importance_Rank,SHAP_Value
heating_type,electric,increases,3.8319766521453857,1,0.171064093708992
heating_type,gas,decreases,5.0309062004089355,1,-0.2129904180765152
heating_type,heat_pump,decreases,5.026030540466309,1,-0.21278880536556244
heating_type,oil,increases,4.384028911590576,1,0.1965443193912506
heating_type,solar,decreases,4.665160179138184,1,-0.19783608615398407
monthly_usage_kwh,"(1012.0, 1163.0]",decreases,2.7951478958129883,2,-0.1196279302239418
monthly_usage_kwh,"(1163.0, 1304.0]",decreases,2.6641368865966797,2,-0.11409907788038254
monthly_usage_kwh,"(1304.0, 1458.0]",decreases,2.516227960586548,2,-0.10784868896007538
monthly_usage_kwh,"(1458.0, 1626.0]",increases,1.9740521907806396,2,0.08694744855165482
monthly_usage_kwh,"(1626.0, 1833.0]",increases,3.435570001602173,2,0.1529110074043274
monthly_usage_kwh,"(1833.0, 2101.0]",increases,3.8890957832336426,2,0.17368927597999573
monthly_usage_kwh,"(2101.0, 2513.0]",increases,4.127967357635498,2,0.18469591438770294
monthly_usage_kwh,"(2513.0, 5348.0]",increases,3.797692060470581,2,0.16948914527893066
monthly_usage_kwh,"(357.999, 843.0]",decreases,3.730553388595581,2,-0.15890803933143616
monthly_usage_kwh,"(843.0, 1012.0]",decreases,3.220587968826294,2,-0.1375350058078766
property_age,"(10.0, 15.0]",decreases,5.005645751953125,3,-0.21194522082805634
property_age,"(15.0, 20.0]",increases,1.496642827987671,3,0.06570670753717422
property_age,"(20.0, 25.0]",increases,1.4905214309692383,3,0.06543517857789993
property_age,"(25.0, 30.0]",increases,1.4902174472808838,3,0.06542162597179413
property_age,"(30.0, 35.0]",increases,1.3503193855285645,3,0.05922480300068855
property_age,"(35.0, 39.0]",increases,1.3485312461853027,3,0.05914551764726639
property_age,"(39.0, 44.0]",increases,1.3480842113494873,3,0.0591258704662323
property_age,"(4.999, 10.0]",decreases,5.072444915771484,3,-0.21470896899700165
property_age,"(44.0, 50.0]",increases,1.3462424278259277,3,0.059044357389211655
